numeric_id,unique_id,original_id,display_name,type,category,disposition,target,authority,note,final_fcc13e_status,final_action
124,VXL_BLK_Defence_WoodenBarricade,defence.barricade.wood,Wooden Barricade,block,Defence / Temporary,OBJECT/PROVIDER REBIND,timber material/provider + construction archetype,FCC-12 + PROJECT SYSTEM,Retain actual timber composition; exact object/archetype remains FCC-13B work.,CANONICAL REBIND / GENERATED FORM / STATE,timber material/provider + construction archetype. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
125,VXL_BLK_Fluid_LavaMagma,hazard.lava.flowing,Lava / Magma,block,Fluid / Hazard,CLASS / WORLD REPRESENTATION,composition-aware molten-rock family/form,LOCKED FCC-12,Lava/Magma is not one realm-specific monolithic material.,CANONICAL REBIND / GENERATED FORM / STATE,composition-aware molten-rock family/form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
126,VXL_BLK_Fluid_PoisonSludge,hazard.sludge.poison,Poison Sludge,block,Fluid / Hazard,FLUID MIXTURE — UNCONFIRMED,authored fluid mixture if later retained,POC ONLY,No current locked FCC-12 exact material target established.,POC-ONLY / NOT PROMOTED,No locked exact current target. Exclude from normal canon/worldgen; preserve as leyforge_test if useful or leyforge_compat when old saves require it.
127,VXL_BLK_Hazard_ThornVine,hazard.vine.thorn,Thorn Vine,block,Hazard / Plant,LIVING/NATURAL OBJECT — DEFER EXACT,species/plant object and harvested products as later bound,POC + ECOLOGY SYSTEM,Do not infer a new material identity from the world object.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
128,VXL_BLK_Hazard_CursedGround,hazard.ground.cursed,Cursed Ground,block,Hazard / Magic,STATE/OVERLAY — UNCONFIRMED,actual ground + authored curse state/overlay if retained,POC ONLY + FCC-12 STATE RULE,Current locked material canon does not prove this exact hazard survives; must not become a new base ground material.,POC-ONLY / NOT PROMOTED,No locked exact current target. Exclude from normal canon/worldgen; preserve as leyforge_test if useful or leyforge_compat when old saves require it.
129,VXL_BLK_Terrain_Quicksand,hazard.quicksand.basic,Quicksand,block,Terrain / Hazard,TERRAIN STATE/MIXTURE REVIEW,sand/sediment + saturation/mechanical state,FCC-12 PRINCIPLE + POC,Likely state/mixture rather than new universal base material; exact simulation binding remains open.,CANONICAL REBIND / GENERATED FORM / STATE,sand/sediment + saturation/mechanical state. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
130,VXL_BLK_Weather_SnowLayer,hazard.snow_layer,Snow Layer,block,Weather / Terrain,PHASE/FORM REVIEW,Water-derived frozen/snow world representation,FCC-12 PRINCIPLE + POC,"Phase/form semantics are expected, but exact world-object binding remains FCC-13B.",CANONICAL REBIND / GENERATED FORM / STATE,Water-derived frozen/snow world representation. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
131,VXL_BLK_Fluid_ArcaneManaFluid,fluid.mana.arcane,Arcane Mana Fluid,block,Fluid / Magic,DEFER / UNCONFIRMED FLUID,none yet,POC ONLY,No current locked FCC-12 material identity supports automatic carry-forward.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
132,VXL_BLK_Hazard_SteamVent,hazard.steam_vent.basic,Steam Vent,block,Hazard / Gas,WORLD FEATURE / PHASE RELATION,vent feature emitting Water vapour/steam or authored gas,FCC-12 PRINCIPLE + POC,"Vent is a world feature, not itself a material.",CANONICAL REBIND / GENERATED FORM / STATE,vent feature emitting Water vapour/steam or authored gas. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
133,VXL_BLK_Dimension_Voidstone,realm.voidstone.basic,Voidstone,block,Dimension / Terrain,DEFER / MIGRATION-ONLY,future/deferred Void content,LOCKED FCC-12,Do not activate current playable Void material progression.,MIGRATION-ONLY / FUTURE-DEFERRED,future/deferred Void content. Not active current progression; old save references remain migration/compatibility data.
134,VXL_BLK_Dimension_CelestialStone,realm.celestial_stone.basic,Celestial Stone,block,Dimension / Terrain,MIGRATE CONTEXTUALLY,Cloudstone / Hymnstone / valid Ascendant state according to source context,LOCKED FCC-12,Obsolete generic Ascendant placeholder.,CANONICAL CONTEXTUAL MIGRATION,Cloudstone / Hymnstone / valid Ascendant state according to source context. Resolve by locked context; do not preserve the obsolete identity as active canon.
135,VXL_BLK_Dimension_FaeGrass,realm.fae_grass.basic,Fae Grass,block,Dimension / Terrain,MIGRATE CONTEXTUALLY,actual Verdant flora/terrain definition,LOCKED FCC-12,"Legacy flora/terrain label, not an exact material.",CANONICAL CONTEXTUAL MIGRATION,actual Verdant flora/terrain definition. Resolve by locked context; do not preserve the obsolete identity as active canon.
136,VXL_BLK_Dimension_DreamGlass,realm.dream_glass.basic,Dream Glass,block,Dimension / Construction,MIGRATE CONTEXTUALLY,Lucid Glass or documented Lucid Glass state/product,LOCKED FCC-12,Do not retain generic Dream Glass as a separate base material.,CANONICAL CONTEXTUAL MIGRATION,Lucid Glass or documented Lucid Glass state/product. Resolve by locked context; do not preserve the obsolete identity as active canon.
137,VXL_BLK_Dimension_InfernalBrick,realm.infernal_brick.basic,Infernal Brick,block,Dimension / Construction,MIGRATE,Ash Brick lineage,LOCKED FCC-12,Legacy Ashen construction term.,CANONICAL CONTEXTUAL MIGRATION,Ash Brick lineage. Resolve by locked context; do not preserve the obsolete identity as active canon.
138,VXL_BLK_Dimension_DeepForgeStone,realm.deep_forge_stone.basic,Deep Forge Stone,block,Dimension / Stone,RETIRE / CONTEXTUAL MIGRATION,canonical Impossible Deep stone/form determined by source context,LOCKED FCC-12,Independent natural material family retired.,RETIRED / ALIAS OR CONTEXTUAL MIGRATION,canonical Impossible Deep stone/form determined by source context. No active independent identity survives.
139,VXL_BLK_Dimension_BrokenPortalBlock,magic.portal.broken,Broken Portal Block,block,Dimension / Teaser,STATE / STRUCTURE PIECE,damaged/ruined state or piece of a canonical portal structure,LOCKED FCC-12,Not a standalone generic realm-access Block.,CANONICAL NON-MATERIAL REBIND,"damaged/ruined state or piece of a canonical portal structure. Bind to structure/state/anomaly owner, not a generic material or seventh portal."
140,VXL_BLK_Dimension_UnstableRiftBlock,magic.rift.unstable,Unstable Rift Block,block,Dimension / Teaser,ANOMALY / INTERFACE,rift/anomaly/event content,LOCKED FCC-12,Not a normal material or generic portal Block.,CANONICAL NON-MATERIAL REBIND,"rift/anomaly/event content. Bind to structure/state/anomaly owner, not a generic material or seventh portal."
141,VXL_BLK_Dimension_StrangeRealmOre,ore.dimension.unknown,Strange Realm Ore,block,Dimension / Resource,REJECT,none,LOCKED FCC-12,Generic dimensional filler material rejected.,REJECT / REMOVE FROM NORMAL CANON,No active canonical target. Preserve old ID only in migration history; compatibility salvage only if an old save requires value preservation.
142,VXL_ITM_RawResource_OakLog,item.resource.log_oak,Oak Log,item,Raw Resource / Wood,MERGE / SINGLE-DEFINITION,Oak timber/log object,FCC-12 SINGLE-DEFINITION,Pairs with legacy Block 9. Final Block/inventory projections must not create duplicate underlying objects.,CANONICAL REBIND / GENERATED FORM / STATE,Oak timber/log object. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
143,VXL_ITM_RawResource_Stick,item.resource.stick,Stick,item,Raw Resource / Plant,FORM / PROVIDER,compatible wood/plant material + stick form,FCC-12,Generic physical form; actual material should be preserved.,CANONICAL REBIND / GENERATED FORM / STATE,compatible wood/plant material + stick form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
144,VXL_ITM_RawResource_PlantFibre,item.resource.plant_fibre,Plant Fibre,item,Raw Resource / Fibre,CATEGORY / PROVIDER,"exact botanical fibre, Mixed Plant Fibre, or fibre provider semantics",LOCKED FCC-12,Plant Fibre is not the universal identity of all botanical fibres.,CANONICAL REBIND / GENERATED FORM / STATE,"exact botanical fibre, Mixed Plant Fibre, or fibre provider semantics. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe."
145,VXL_ITM_ProcessedMaterial_ThatchBundle,item.resource.thatch_bundle,Thatch Bundle,item,Processed Material / Fibre,FORM/PRODUCT REBIND,valid fibre/plant provider + authored form/product,LOCKED FCC-12,Underlying fibre/material must remain explicit; do not use generic Plant Fibre as universal identity.,CANONICAL REBIND / GENERATED FORM / STATE,valid fibre/plant provider + authored form/product. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
146,VXL_ITM_RawResource_StoneChunk,item.resource.stone_chunk,Stone Chunk,item,Raw Resource / Stone,GENERIC FORM / CONTEXTUAL,actual stone material + chunk form,LOCKED FCC-12,Must retain the source stone rather than become generic Stone matter.,CANONICAL REBIND / GENERATED FORM / STATE,actual stone material + chunk form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
147,VXL_ITM_RawResource_Flint,item.resource.flint,Flint,item,Raw Resource / Stone,MATERIAL/FORM REVIEW,Flint,POC EVIDENCE + FCC-12,"Resolve underlying canonical material, form and transformation explicitly before rebinding.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
148,VXL_ITM_RawResource_ClayLump,item.resource.clay_lump,Clay Lump,item,Raw Resource / Clay,CLASS / FORM,specific clay material/profile + lump form,LOCKED FCC-12,Do not collapse all clay into one exact material.,CANONICAL REBIND / GENERATED FORM / STATE,specific clay material/profile + lump form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
149,VXL_ITM_RawResource_Sand,item.resource.sand,Sand,item,Raw Resource / Loose,CATEGORY / FORM,composition-bearing Sand class,LOCKED FCC-12,Exact underlying material follows composition.,CANONICAL REBIND / GENERATED FORM / STATE,composition-bearing Sand class. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
150,VXL_ITM_RawResource_CoalChunk,item.resource.coal_chunk,Coal Chunk,item,Raw Resource / Fuel,FORM / REBIND,Coal + chunk form,CURRENT CANON,Coal is canonical fuel; chunk is form.,CANONICAL REBIND / GENERATED FORM / STATE,Coal + chunk form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
151,VXL_ITM_RawResource_RawCopperOre,item.resource.raw_copper_ore,Raw Copper Ore,item,Raw Resource / Ore,SOURCE / FEEDSTOCK,Copper-bearing ore/feedstock,LOCKED FCC-12,Ore is not refined Copper; grade/composition remain separate.,CANONICAL REBIND / GENERATED FORM / STATE,Copper-bearing ore/feedstock. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
152,VXL_ITM_RefinedMaterial_CopperIngot,item.material.copper_ingot,Copper Ingot,item,Refined Material / Metal,FORM / REBIND CANONICAL,Copper + ingot form,LOCKED FCC-12,Copper is canonical/shared where equivalent; ingot is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Copper + ingot form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
153,VXL_ITM_MachineMaterial_CopperWire,item.material.copper_wire,Copper Wire,item,Machine Material / Metal,FORM / REBIND CANONICAL,Copper + wire form,LOCKED FCC-12,Copper is canonical/shared where equivalent; wire is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Copper + wire form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
154,VXL_ITM_MachineMaterial_CopperPlate,item.material.copper_plate,Copper Plate,item,Machine Material / Metal,FORM / REBIND CANONICAL,Copper + plate form,LOCKED FCC-12,Copper is canonical/shared where equivalent; plate is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Copper + plate form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
155,VXL_MCH_MachineComponent_CopperGear,item.component.gear_copper,Copper Gear,item,Machine Component / Mechanical,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
156,VXL_ITM_RawResource_RawIronOre,item.resource.raw_iron_ore,Raw Iron Ore,item,Raw Resource / Ore,SOURCE / FEEDSTOCK,Iron-bearing ore/feedstock,LOCKED FCC-12,Ore is not refined Iron; grade/composition remain separate.,CANONICAL REBIND / GENERATED FORM / STATE,Iron-bearing ore/feedstock. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
157,VXL_ITM_RefinedMaterial_IronIngot,item.material.iron_ingot,Iron Ingot,item,Refined Material / Metal,FORM / REBIND CANONICAL,Iron + ingot form,LOCKED FCC-12,Iron is canonical/shared where equivalent; ingot is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Iron + ingot form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
158,VXL_ITM_MachineMaterial_IronPlate,item.material.iron_plate,Iron Plate,item,Machine Material / Metal,FORM / REBIND CANONICAL,Iron + plate form,LOCKED FCC-12,Iron is canonical/shared where equivalent; plate is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Iron + plate form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
159,VXL_ITM_MachineMaterial_IronRod,item.material.iron_rod,Iron Rod,item,Machine Material / Metal,FORM / REBIND CANONICAL,Iron + rod form,LOCKED FCC-12,Iron is canonical/shared where equivalent; rod is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Iron + rod form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
160,VXL_ITM_ConstructionMaterial_IronNails,item.material.iron_nails,Iron Nails,item,Construction Material / Metal,FORM / REBIND CANONICAL,Iron + fastener/nails form,LOCKED FCC-12,Iron is canonical/shared where equivalent; fastener/nails is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Iron + fastener/nails form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
161,VXL_ITM_RawResource_RawManaCrystal,item.resource.raw_mana_crystal,Raw Mana Crystal,item,Raw Resource / Magic,REBIND CANONICAL,Raw Mana Crystal,LOCKED FCC-12,Canonical material.,CANONICAL REBIND / GENERATED FORM / STATE,Raw Mana Crystal. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
162,VXL_ITM_MagicComponent_ManaShard,item.resource.mana_shard,Mana Shard,item,Magic Component / Crystal,FORM / PRODUCT,Raw Mana Crystal / canonical mana-crystal lineage + shard form,LOCKED FCC-12,"Derived form/product, not unrelated material.",CANONICAL REBIND / GENERATED FORM / STATE,Raw Mana Crystal / canonical mana-crystal lineage + shard form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
163,VXL_ITM_MagicComponent_ManaDust,item.resource.mana_dust,Mana Dust,item,Magic Component / Powder,FORM / PRODUCT,Raw Mana Crystal / canonical mana-crystal lineage + dust form,LOCKED FCC-12,"Derived form/product, not unrelated material.",CANONICAL REBIND / GENERATED FORM / STATE,Raw Mana Crystal / canonical mana-crystal lineage + dust form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
164,VXL_ITM_MagicComponent_BlankRuneStone,item.material.blank_rune_stone,Blank Rune Stone,item,Magic Component / Rune Base,DEFER / UNCONFIRMED,Blank Rune Stone,POC EVIDENCE,No automatic canonical carry-forward. Requires a later FCC-13 source/canon decision.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
165,VXL_ITM_MagicComponent_BasicRune,item.magic.rune.basic,Basic Rune,item,Magic Component / Rune,DEFER / UNCONFIRMED,Basic Rune,POC EVIDENCE,No automatic canonical carry-forward. Requires a later FCC-13 source/canon decision.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
166,VXL_ITM_MagicComponent_BasicWardCore,item.magic.core.ward_basic,Basic Ward Core,item,Magic Component / Ward,COMPONENT / DEFER EXACT,Basic Ward Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
167,VXL_ITM_ProcessedMaterial_OakPlank,item.material.plank_oak,Oak Plank,item,Processed Material / Wood,RELATIONSHIP CLUSTER / REBIND,Oak timber + plank form,FCC-12 + POC EVIDENCE,Related to Block 11; singular/plural legacy naming must not force duplicate semantics.,CANONICAL REBIND / GENERATED FORM / STATE,Oak timber + plank form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
168,VXL_ITM_ConstructionMaterial_OakBeam,item.material.beam_oak,Oak Beam,item,Construction Material / Wood,MERGE / SINGLE-DEFINITION,Oak timber beam object,FCC-12 SINGLE-DEFINITION,Pairs with legacy Block 33. Final Block/inventory projections must not create duplicate underlying objects.,CANONICAL REBIND / GENERATED FORM / STATE,Oak timber beam object. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
169,VXL_ITM_ConstructionMaterial_Cobblestone,item.material.cobblestone,Cobblestone,item,Construction Material / Stone,MERGE / SINGLE-DEFINITION,stone-material cobble object,FCC-12 SINGLE-DEFINITION,Pairs with legacy Block 32. Final Block/inventory projections must not create duplicate underlying objects.,CANONICAL REBIND / GENERATED FORM / STATE,stone-material cobble object. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
170,VXL_ITM_ConstructionMaterial_StoneBrick,item.material.stone_brick,Stone Brick,item,Construction Material / Stone,MERGE / SINGLE-DEFINITION,stone-material masonry brick object,FCC-12 SINGLE-DEFINITION,Pairs with legacy Block 31. Final Block/inventory projections must not create duplicate underlying objects.,CANONICAL REBIND / GENERATED FORM / STATE,stone-material masonry brick object. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
171,VXL_ITM_ProcessedMaterial_GlassPiece,item.material.glass_piece,Glass Piece,item,Processed Material / Glass,FORM / CONTEXTUAL,actual glass material + piece/shard form,LOCKED FCC-12,Ordinary or specialist glass identity must be retained.,CANONICAL REBIND / GENERATED FORM / STATE,actual glass material + piece/shard form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
172,VXL_ITM_Food_WildBerries,item.food.wild_berries,Wild Berries,item,Food / Ingredient,DEFER / CONTENT REVIEW,Wild Berries,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
173,VXL_ITM_Seed_WheatSeed,item.seed.wheat_basic,Wheat Seed,item,Seed / Crop,DEFER / UNCONFIRMED,Wheat Seed,POC EVIDENCE,No automatic canonical carry-forward. Requires a later FCC-13 source/canon decision.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
174,VXL_ITM_Food_Wheat,item.crop.wheat,Wheat,item,Food / Crop,DEFER / CONTENT REVIEW,Wheat,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
175,VXL_ITM_Food_Bread,item.food.bread,Bread,item,Food / Meal,DEFER / CONTENT REVIEW,Bread,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
176,VXL_ITM_Food_RawMeat,item.food.raw_meat,Raw Meat,item,Food / Ingredient,DEFER / CONTENT REVIEW,Raw Meat,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
177,VXL_ITM_Food_CookedMeat,item.food.cooked_meat,Cooked Meat,item,Food / Meal,DEFER / CONTENT REVIEW,Cooked Meat,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
178,VXL_ITM_Food_SimpleStew,item.food.simple_stew,Simple Stew,item,Food / Meal,DEFER / CONTENT REVIEW,Simple Stew,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
179,VXL_ITM_Drink_WaterFlask,item.drink.water_flask,Water Flask,item,Drink / Utility,DEFER / CONTENT REVIEW,Water Flask,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
180,VXL_ITM_Tool_CrudePickaxe,item.tool.crude_pickaxe,Crude Pickaxe,item,Tool / Pickaxe,DEFER / TOOL REVIEW,Crude Pickaxe,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
181,VXL_ITM_Tool_CrudeAxe,item.tool.crude_axe,Crude Axe,item,Tool / Axe,DEFER / TOOL REVIEW,Crude Axe,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
182,VXL_ITM_Tool_StonePickaxe,item.tool.stone_pickaxe,Stone Pickaxe,item,Tool / Pickaxe,DEFER / TOOL REVIEW,Stone Pickaxe,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
183,VXL_ITM_Tool_StoneAxe,item.tool.stone_axe,Stone Axe,item,Tool / Axe,DEFER / TOOL REVIEW,Stone Axe,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
184,VXL_ITM_Tool_IronPickaxe,item.tool.iron_pickaxe,Iron Pickaxe,item,Tool / Pickaxe,DEFER / TOOL REVIEW,Iron Pickaxe,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
185,VXL_ITM_Tool_IronAxe,item.tool.iron_axe,Iron Axe,item,Tool / Axe,DEFER / TOOL REVIEW,Iron Axe,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
186,VXL_ITM_Tool_BasicHammer,item.tool.hammer_basic,Basic Hammer,item,Tool / Building,REBIND CANDIDATE,Hammer,PROJECT SYSTEM + POC,Hammer tool family is an established Leyforge special tool concept; exact 'Basic' row remains binding-stage work.,CANONICAL TOOL ARCHETYPE REBIND,Rebind to modern Hammer tool archetype; legacy Basic qualifier becomes migration/display history unless an owning progression system later authors a distinct variant.
187,VXL_ITM_Tool_BasicWrench,item.tool.wrench_basic,Basic Wrench,item,Tool / Automation,REBIND CANDIDATE,Wrench,PROJECT SYSTEM + POC,Wrench tool family is an established Leyforge special tool concept.,CANONICAL TOOL ARCHETYPE REBIND,Rebind to modern Wrench tool archetype; legacy Basic qualifier becomes migration/display history unless an owning progression system later authors a distinct variant.
188,VXL_ITM_Tool_BasicRuneTuner,item.tool.rune_tuner_basic,Basic Rune Tuner,item,Tool / Magic Automation,REBIND CANDIDATE,Rune Tuner,PROJECT SYSTEM + POC,Rune Tuner is an established Leyforge special tool concept.,CANONICAL TOOL ARCHETYPE REBIND,Rebind to modern Rune Tuner tool archetype; legacy Basic qualifier becomes migration/display history unless an owning progression system later authors a distinct variant.
189,VXL_ITM_Tool_RuneChisel,item.tool.rune_chisel,Rune Chisel,item,Tool / Magic Crafting,REBIND CANDIDATE,Rune Chisel,PROJECT SYSTEM + POC,Rune Chisel is an established Leyforge special tool concept.,CANONICAL TOOL ARCHETYPE REBIND,Rebind to modern Rune Chisel tool archetype; legacy Basic qualifier becomes migration/display history unless an owning progression system later authors a distinct variant.
190,VXL_ITM_Tool_BlueprintTool,item.tool.blueprint_tool,Blueprint Tool,item,Tool / Planning,DEFER / TOOL REVIEW,Blueprint Tool,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
